[16:48:57] [main/INFO]: ModLauncher running: args [--username, kaito06241234, --version, forge-43.2.14, --gameDir, C:\Users\niino\curseforge\minecraft\Instances\Chunk Block, --assetsDir, C:\Users\niino\curseforge\minecraft\Install\assets, --assetIndex, 1.19, --uuid, 6b3bab0743834251b460ff32b472be15, --accessToken, ????????, --clientId, MjdkODQ2N2ItMDRhZS00NzJkLWJlMTItZmQ0OWIzMWEyZjkw, --xuid, 2535473698352415, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.14, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[16:48:57] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
	at com.blakebr0.mysticalagriculture.registry.PluginRegistry.forEach(PluginRegistry.java:50) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at com.blakebr0.mysticalagriculture.registry.CropRegistry.onRegisterItems(CropRegistry.java:163) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at com.blakebr0.mysticalagriculture.init.ModItems.lambda$onRegisterItems$259(ModItems.java:253) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at net.minecraftforge.registries.RegisterEvent.register(RegisterEvent.java:76) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at com.blakebr0.mysticalagriculture.init.ModItems.onRegisterItems(ModItems.java:243) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at com.blakebr0.mysticalagriculture.init.__ModItems_onRegisterItems_RegisterEvent.invoke(.dynamic) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at net.minecraftforge.eventbus.ASMEventHandler.invoke(ASMEventHandler.java:73) ~[eventbus-6.0.3.jar%2385!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:315) ~[eventbus-6.0.3.jar%2385!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:296) ~[eventbus-6.0.3.jar%2385!/:?]
	at net.minecraftforge.fml.javafmlmod.FMLModContainer.acceptEvent(FMLModContainer.java:107) ~[javafmllanguage-1.19.2-43.2.14.jar%23535!/:?]
	at net.minecraftforge.fml.ModLoader.lambda$postEventWithWrapInModOrder$35(ModLoader.java:315) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at java.lang.Iterable.forEach(Iterable.java:75) ~[?:?]
	at net.minecraftforge.fml.ModList.forEachModInOrder(ModList.java:225) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at net.minecraftforge.fml.ModLoader.postEventWithWrapInModOrder(ModLoader.java:313) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at net.minecraftforge.registries.GameData.postRegisterEvents(GameData.java:341) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at net.minecraftforge.common.ForgeStatesProvider.lambda$new$4(ForgeStatesProvider.java:25) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at net.minecraftforge.fml.ModLoader.lambda$dispatchAndHandleError$23(ModLoader.java:207) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at java.util.Optional.ifPresent(Optional.java:178) ~[?:?]
	at net.minecraftforge.fml.ModLoader.dispatchAndHandleError(ModLoader.java:207) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at net.minecraftforge.fml.ModLoader.lambda$gatherAndInitializeMods$14(ModLoader.java:185) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at java.lang.Iterable.forEach(Iterable.java:75) ~[?:?]
	at net.minecraftforge.fml.ModLoader.gatherAndInitializeMods(ModLoader.java:185) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at net.minecraftforge.client.loading.ClientModLoader.lambda$begin$1(ClientModLoader.java:91) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at net.minecraftforge.client.loading.ClientModLoader.lambda$createRunnableWithCatch$4(ClientModLoader.java:111) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at net.minecraftforge.client.loading.ClientModLoader.begin(ClientModLoader.java:91) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at net.minecraft.client.Minecraft.<init>(Minecraft.java:468) ~[client-1.19.2-20220805.130853-srg.jar%23533!/:?]
	at net.minecraft.client.main.Main.m_239872_(Main.java:176) ~[client-1.19.2-20220805.130853-srg.jar%23533!/:?]
	at net.minecraft.client.main.Main.main(Main.java:51) ~[client-1.19.2-20220805.130853-srg.jar%23533!/:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:568) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$launchService$0(CommonClientLaunchHandler.java:27) ~[fmlloader-1.19.2-43.2.14.jar%23101!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:106) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:77) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) [bootstraplauncher-1.1.2.jar:?]
[16:50:08] [Render thread/ERROR]: An error occurred while creating crop with id mysticalcustomization:desh
com.google.gson.JsonSyntaxException: Invalid crop type provided: minecraft:resource
	at com.blakebr0.mysticalcustomization.loader.CropLoader.lambda$onPostRegisterCrops$1(CropLoader.java:91) ~[MysticalCustomization-1.19.2-4.0.1.jar%23484!/:4.0.1]
	at java.util.HashMap.forEach(HashMap.java:1421) ~[?:?]
	at com.blakebr0.mysticalcustomization.loader.CropLoader.onPostRegisterCrops(CropLoader.java:87) ~[MysticalCustomization-1.19.2-4.0.1.jar%23484!/:4.0.1]
	at com.blakebr0.mysticalcustomization.lib.ModCorePlugin.onPostRegisterCrops(ModCorePlugin.java:27) ~[MysticalCustomization-1.19.2-4.0.1.jar%23484!/:4.0.1]
	at com.blakebr0.mysticalagriculture.registry.CropRegistry.lambda$onRegisterItems$11(CropRegistry.java:163) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at java.util.LinkedHashMap.forEach(LinkedHashMap.java:721) ~[?:?]
	at com.blakebr0.mysticalagriculture.registry.PluginRegistry.forEach(PluginRegistry.java:50) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at com.blakebr0.mysticalagriculture.registry.CropRegistry.onRegisterItems(CropRegistry.java:163) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at com.blakebr0.mysticalagriculture.init.ModItems.lambda$onRegisterItems$259(ModItems.java:253) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at net.minecraftforge.registries.RegisterEvent.register(RegisterEvent.java:76) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at com.blakebr0.mysticalagriculture.init.ModItems.onRegisterItems(ModItems.java:243) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at com.blakebr0.mysticalagriculture.init.__ModItems_onRegisterItems_RegisterEvent.invoke(.dynamic) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at net.minecraftforge.eventbus.ASMEventHandler.invoke(ASMEventHandler.java:73) ~[eventbus-6.0.3.jar%2385!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:315) ~[eventbus-6.0.3.jar%2385!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:296) ~[eventbus-6.0.3.jar%2385!/:?]
	at net.minecraftforge.fml.javafmlmod.FMLModContainer.acceptEvent(FMLModContainer.java:107) ~[javafmllanguage-1.19.2-43.2.14.jar%23535!/:?]
	at net.minecraftforge.fml.ModLoader.lambda$postEventWithWrapInModOrder$35(ModLoader.java:315) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at java.lang.Iterable.forEach(Iterable.java:75) ~[?:?]
	at net.minecraftforge.fml.ModList.forEachModInOrder(ModList.java:225) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at net.minecraftforge.fml.ModLoader.postEventWithWrapInModOrder(ModLoader.java:313) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at net.minecraftforge.registries.GameData.postRegisterEvents(GameData.java:341) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at net.minecraftforge.common.ForgeStatesProvider.lambda$new$4(ForgeStatesProvider.java:25) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at net.minecraftforge.fml.ModLoader.lambda$dispatchAndHandleError$23(ModLoader.java:207) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at java.util.Optional.ifPresent(Optional.java:178) ~[?:?]
	at net.minecraftforge.fml.ModLoader.dispatchAndHandleError(ModLoader.java:207) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at net.minecraftforge.fml.ModLoader.lambda$gatherAndInitializeMods$14(ModLoader.java:185) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at java.lang.Iterable.forEach(Iterable.java:75) ~[?:?]
	at net.minecraftforge.fml.ModLoader.gatherAndInitializeMods(ModLoader.java:185) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at net.minecraftforge.client.loading.ClientModLoader.lambda$begin$1(ClientModLoader.java:91) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at net.minecraftforge.client.loading.ClientModLoader.lambda$createRunnableWithCatch$4(ClientModLoader.java:111) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at net.minecraftforge.client.loading.ClientModLoader.begin(ClientModLoader.java:91) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at net.minecraft.client.Minecraft.<init>(Minecraft.java:468) ~[client-1.19.2-20220805.130853-srg.jar%23533!/:?]
	at net.minecraft.client.main.Main.m_239872_(Main.java:176) ~[client-1.19.2-20220805.130853-srg.jar%23533!/:?]
	at net.minecraft.client.main.Main.main(Main.java:51) ~[client-1.19.2-20220805.130853-srg.jar%23533!/:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:568) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$launchService$0(CommonClientLaunchHandler.java:27) ~[fmlloader-1.19.2-43.2.14.jar%23101!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:106) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:77) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) [bootstraplauncher-1.1.2.jar:?]
[16:50:08] [Render thread/ERROR]: An error occurred while creating crop with id mysticalcustomization:neptune
com.google.gson.JsonSyntaxException: Invalid crop type provided: minecraft:resource
	at com.blakebr0.mysticalcustomization.loader.CropLoader.lambda$onPostRegisterCrops$1(CropLoader.java:91) ~[MysticalCustomization-1.19.2-4.0.1.jar%23484!/:4.0.1]
	at java.util.HashMap.forEach(HashMap.java:1421) ~[?:?]
	at com.blakebr0.mysticalcustomization.loader.CropLoader.onPostRegisterCrops(CropLoader.java:87) ~[MysticalCustomization-1.19.2-4.0.1.jar%23484!/:4.0.1]
	at com.blakebr0.mysticalcustomization.lib.ModCorePlugin.onPostRegisterCrops(ModCorePlugin.java:27) ~[MysticalCustomization-1.19.2-4.0.1.jar%23484!/:4.0.1]
	at com.blakebr0.mysticalagriculture.registry.CropRegistry.lambda$onRegisterItems$11(CropRegistry.java:163) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at java.util.LinkedHashMap.forEach(LinkedHashMap.java:721) ~[?:?]
	at com.blakebr0.mysticalagriculture.registry.PluginRegistry.forEach(PluginRegistry.java:50) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at com.blakebr0.mysticalagriculture.registry.CropRegistry.onRegisterItems(CropRegistry.java:163) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at com.blakebr0.mysticalagriculture.init.ModItems.lambda$onRegisterItems$259(ModItems.java:253) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at net.minecraftforge.registries.RegisterEvent.register(RegisterEvent.java:76) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at com.blakebr0.mysticalagriculture.init.ModItems.onRegisterItems(ModItems.java:243) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at com.blakebr0.mysticalagriculture.init.__ModItems_onRegisterItems_RegisterEvent.invoke(.dynamic) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at net.minecraftforge.eventbus.ASMEventHandler.invoke(ASMEventHandler.java:73) ~[eventbus-6.0.3.jar%2385!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:315) ~[eventbus-6.0.3.jar%2385!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:296) ~[eventbus-6.0.3.jar%2385!/:?]
	at net.minecraftforge.fml.javafmlmod.FMLModContainer.acceptEvent(FMLModContainer.java:107) ~[javafmllanguage-1.19.2-43.2.14.jar%23535!/:?]
	at net.minecraftforge.fml.ModLoader.lambda$postEventWithWrapInModOrder$35(ModLoader.java:315) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at java.lang.Iterable.forEach(Iterable.java:75) ~[?:?]
	at net.minecraftforge.fml.ModList.forEachModInOrder(ModList.java:225) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at net.minecraftforge.fml.ModLoader.postEventWithWrapInModOrder(ModLoader.java:313) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at net.minecraftforge.registries.GameData.postRegisterEvents(GameData.java:341) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at net.minecraftforge.common.ForgeStatesProvider.lambda$new$4(ForgeStatesProvider.java:25) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at net.minecraftforge.fml.ModLoader.lambda$dispatchAndHandleError$23(ModLoader.java:207) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at java.util.Optional.ifPresent(Optional.java:178) ~[?:?]
	at net.minecraftforge.fml.ModLoader.dispatchAndHandleError(ModLoader.java:207) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at net.minecraftforge.fml.ModLoader.lambda$gatherAndInitializeMods$14(ModLoader.java:185) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at java.lang.Iterable.forEach(Iterable.java:75) ~[?:?]
	at net.minecraftforge.fml.ModLoader.gatherAndInitializeMods(ModLoader.java:185) ~[fmlcore-1.19.2-43.2.14.jar%23534!/:?]
	at net.minecraftforge.client.loading.ClientModLoader.lambda$begin$1(ClientModLoader.java:91) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at net.minecraftforge.client.loading.ClientModLoader.lambda$createRunnableWithCatch$4(ClientModLoader.java:111) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at net.minecraftforge.client.loading.ClientModLoader.begin(ClientModLoader.java:91) ~[forge-1.19.2-43.2.14-universal.jar%23538!/:?]
	at net.minecraft.client.Minecraft.<init>(Minecraft.java:468) ~[client-1.19.2-20220805.130853-srg.jar%23533!/:?]
	at net.minecraft.client.main.Main.m_239872_(Main.java:176) ~[client-1.19.2-20220805.130853-srg.jar%23533!/:?]
	at net.minecraft.client.main.Main.main(Main.java:51) ~[client-1.19.2-20220805.130853-srg.jar%23533!/:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:568) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$launchService$0(CommonClientLaunchHandler.java:27) ~[fmlloader-1.19.2-43.2.14.jar%23101!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:106) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:77) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) [bootstraplauncher-1.1.2.jar:?]
[16:50:08] [Render thread/ERROR]: An error occurred while creating crop with id mysticalcustomization:pendorite
com.google.gson.JsonSyntaxException: Invalid crop type provided: minecraft:resource
	at com.blakebr0.mysticalcustomization.loader.CropLoader.lambda$onPostRegisterCrops$1(CropLoader.java:91) ~[MysticalCustomization-1.19.2-4.0.1.jar%23484!/:4.0.1]
	at java.util.HashMap.forEach(HashMap.java:1421) ~[?:?]
	at com.blakebr0.mysticalcustomization.loader.CropLoader.onPostRegisterCrops(CropLoader.java:87) ~[MysticalCustomization-1.19.2-4.0.1.jar%23484!/:4.0.1]
	at com.blakebr0.mysticalcustomization.lib.ModCorePlugin.onPostRegisterCrops(ModCorePlugin.java:27) ~[MysticalCustomization-1.19.2-4.0.1.jar%23484!/:4.0.1]
	at com.blakebr0.mysticalagriculture.registry.CropRegistry.lambda$onRegisterItems$11(CropRegistry.java:163) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
